Train_pred,Test_pred
-0.0829217653030094,-0.0829217653030094
0.040296059680875705,-0.020165369348048735
0.027101894723469442,-0.07187449643483956
0.0738317214364794,-0.03376753334774525
0.01222272438614201,-0.03158685355633432
-0.028800703757303425,-0.06507277659827297
-0.08006846078348323,-0.0015377663092501494
-0.03043741515552389,-0.02287124822222043
0.009613004998539499,-0.07424480832221178
-0.08107303153265297,-0.06441369984904458
0.010108572317018364,-0.06592907136506965
0.025705786488173076,-0.06592907136506965
-0.06353681602968343,-0.032628509961302975
-0.04079451123971506,-0.06237201831701511
0.02801323633861874,-0.005969687259710552
0.02687389835472994,0.013092130592338888
0.02374315459264218,-0.02202969856060525
0.007683342366902989,0.06091208152659503
-0.07771031648360444,-0.06237201831701511
0.01752709263006807,-0.07166700778983956
-0.08107303153265297,-0.07166700778983956
-0.05719065300081928,-0.06509186486800332
0.015358633662576787,-0.06592907136506965
0.01222272438614201,0.021782404576347333
0.013010864944814871,-0.02729921195825794
-0.0539891372178327,0.04014134486453269
0.022228294533655955,-0.059426996417804016
-0.02634272801924336,-0.06759271886346778
-0.070444157095817,-0.021038193960190674
0.031921496347248446,-0.06513297278945827
0.018554103472032697,-0.03067954080694431
0.016300881469663877,-0.02197225131803161
0.016300881469663877,-0.04246109688634353
0.016300881469663877,-0.06441369984904458
0.016300881469663877,-0.029876546342892742
0.016300881469663877,-0.02848771384677681
0.016300881469663877,0.006029268493902412
0.017555888680368,-0.037257893504604206
0.019467555228819856,-0.029876546342892742
0.03763799234662564,-0.0669336421142394
-0.06509186486800332,-0.0829217653030094
-0.057272211627443725,0.03312554928866608
-0.05706773647073555,-0.03290649714938911
-0.03823793658675764,0.01752709263006807
-0.06509186486800332,0.008222958976324498
-0.06592907136506965,0.018430879643185426
-0.02778752897906961,-0.048119588521431306
-0.06738014333168996,-0.056139171199776704
-0.0640436550888318,0.007966339844170583
-0.06507277659827297,-0.03608473996922283
-0.05731950549109957,-0.048119588521431306
-0.02287124822222043,-0.02926157544161119
0.03227177106138444,-0.046829061300044675
-0.021038193960190674,0.06614254485001056
-0.05819267610880872,-0.05725069048153677
-0.03511768439636318,-0.0414354428481116
-0.03718940835427056,-0.05498063285887141
-0.03575255964820569,-0.04125028781644624
0.008081961090821864,-0.046829061300044675
-0.02778752897906961,-0.0414354428481116
0.059190520221984295,0.06705599660679773
-0.017655402273325627,-0.07179559152570583
-0.028528734322966192,-0.07179559152570583
-0.06423557010120665,-0.03034442050617478
-0.03653033160504216,0.07494662174597685
-0.07106578930778859,-0.032019346264224875
